0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.133379052052774894e-03,-7.786455576117190525e-02,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,-5.972343617800041082e-01
6.990668072455857862e-02,2.132204603917085828e-01,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,-1.453965606219816964e-01
3.656711006029628175e-03,-4.860757162178374058e-01,1.294631067335423602e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.659903762671374433e-02,-5.219662326299792099e-01,1.003821326484155563e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.071445659608806195e-02,-4.916422315890506822e-01,3.384147134828479481e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.133379052052774894e-03,-7.786455576117190525e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-5.972343617800041082e-01
6.990668072455857862e-02,2.132204603917085828e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.453965606219816964e-01
3.692354818849824527e-02,-6.597390591458189568e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.135501385158168008e-02,1.303172511807500211e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.196653236496155459e-01,-1.244717190835730736e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
