ID,Type_Bowl,Type_Box,Type_Robot,Type_Region,Property_V,Property_G,Position_x,Position_y,Position_z,Orientation_x,Orientation_y,Orientation_z
Robot_hand,0,0,1,0,0,0,0.0,0.0,0.5,0,0,0.0
Box1,0,1,0,0,1,1,0.2054850946427619,0.0474849596036858,0.0,0,0,-8.377948870223165
Box2,0,1,0,0,1,1,0.1934429163033666,0.1545581896157416,0.0,0,0,-31.65997904584273
Box3,0,1,0,0,0,1,0.1838258017627044,0.2307269301255609,0.0,0,0,-2.531223470949932
Box4,0,1,0,0,0,1,0.2915114779691896,0.061746876620063,0.0,0,0,-1.3251265171339384
Box5,0,1,0,0,0,1,0.2939117149750768,0.167330814305004,0.0,0,0,42.80177355206334
Box6,0,1,0,0,0,1,0.3150685891965465,0.2705605621148487,0.0,0,0,4.664720541172947
Box7,0,1,0,0,1,1,0.393443069310505,0.0301315550085141,0.0,0,0,-5.837389324484853
Box8,0,1,0,0,0,1,0.403969398414061,0.1501660592158004,0.0,0,0,5.362806073613406
Box9,0,1,0,0,1,1,0.4170819055716574,0.2321669799913135,0.0,0,0,-16.40502752727292
Box_Bw1,0,1,0,0,0,1,0.0,0.0,0.5,0,0,0.0
Box_Bw2,0,1,0,0,1,1,-0.2,-0.2,0.0,0,0,0.0
Box_Bw3,0,1,0,0,0,1,-0.2,-0.3,0.0,0,0,0.0
Box_Bw4,0,1,0,0,0,1,-0.2,-0.4,0.0,0,0,0.0
Box_Bw5,0,1,0,0,1,1,-0.2,-0.5,0.0,0,0,0.0
Bowl1,1,0,0,0,0,1,0.0,0.0,0.5,0,0,0.0
Bowl2,1,0,0,0,0,1,-0.2,-0.2,0.0,0,0,0.0
Bowl3,1,0,0,0,0,1,-0.2,-0.3,0.0,0,0,0.0
Bowl4,1,0,0,0,0,1,-0.2,-0.4,0.0,0,0,0.0
Bowl5,1,0,0,0,0,1,-0.2,-0.5,0.0,0,0,0.0
Bowl6,1,0,0,0,0,1,0.2760550703226999,-0.2124617657273927,0.0,0,0,0.0
Bowl7,1,0,0,0,0,1,0.166353694600542,-0.2584875133808442,0.0,0,0,0.0
Region_Bw1,0,0,0,1,0,0,-0.2,-0.1,0.0,0,0,0.0
Region_Bw2,0,0,0,1,0,0,-0.2,-0.2,0.0,0,0,0.0
Region_Bw3,0,0,0,1,0,0,-0.2,-0.3,0.0,0,0,0.0
Region_Bw4,0,0,0,1,0,0,-0.2,-0.4,0.0,0,0,0.0
Region_Bw5,0,0,0,1,0,0,-0.2,-0.5,0.0,0,0,0.0
Region_Bw6,0,0,0,1,0,0,-0.1,-0.4,0.0,0,0,0.0
Region_Bw7,0,0,0,1,0,0,-0.1,-0.5,0.0,0,0,0.0
Region_Stack,0,0,0,1,0,0,0.15,0.3,0.0,0,0,0.0
Region_Pour,0,0,0,1,0,0,0.15,-0.3,0.0,0,0,0.0
Region_Free,0,0,0,1,0,0,0.15,0.0,0.0,0,0,0.0
Region_Clean,0,0,0,1,0,0,-0.15,0.45,0.0,0,0,0.0
