ID,Type_Bowl,Type_Box,Type_Robot,Type_Region,Property_V,Property_G,Position_x,Position_y,Position_z,Orientation_x,Orientation_y,Orientation_z
Robot_hand,0,0,1,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0
Box1,0,1,0,0,0,1,0.3761543838985856,0.0582608043118575,0.0,0.0,0.0,37.10261062475844
Box2,0,1,0,0,0,1,0.4074073995812063,0.2590212668924826,0.0,0.0,0.0,18.930490893571864
Box3,0,1,0,0,1,1,0.3963458536691572,0.1331660318209161,0.0,0.0,0.0,-10.951477180324764
Box4,0,1,0,0,1,1,0.3008400828573852,0.0647601074347009,0.0,0.0,0.0,-1.758516630562859
Box5,0,1,0,0,0,1,0.3247887802703596,0.2717723673417258,0.0,0.0,0.0,40.41420549592651
Box6,0,1,0,0,0,1,0.2769731320006344,0.1624735681049274,0.0,0.0,0.0,14.011265101279363
Box7,0,1,0,0,1,1,0.1926278073899215,0.0645667480127715,0.0,0.0,0.0,38.91658373281157
Box8,0,1,0,0,0,1,0.2048361655100511,0.2724723963497421,0.0,0.0,0.0,19.39708499853137
Box9,0,1,0,0,0,1,0.2100211144293033,0.1590647338871098,0.0,0.0,0.0,11.986337075684048
Box_Bw1,0,1,0,0,1,1,0.20132014586777797,-0.2991866944558808,0.035164838222982144,-12.588853116045101,14.485768093812737,-117.59090243513091
Box_Bw2,0,1,0,0,1,1,-0.2,-0.2,0.0,0.0,0.0,0.0
Box_Bw3,0,1,0,0,1,1,-0.2,-0.3,0.0,0.0,0.0,0.0
Box_Bw4,0,1,0,0,1,1,-0.2,-0.4,0.0,0.0,0.0,0.0
Box_Bw5,0,1,0,0,0,1,-0.2,-0.5,0.0,0.0,0.0,0.0
Bowl1,1,0,0,0,0,1,0.0,0.0,0.5,0.0,0.0,0.0
Bowl2,1,0,0,0,0,1,-0.2,-0.2,0.0,0.0,0.0,0.0
Bowl3,1,0,0,0,0,1,-0.2,-0.3,0.0,0.0,0.0,0.0
Bowl4,1,0,0,0,0,1,-0.2,-0.4,0.0,0.0,0.0,0.0
Bowl5,1,0,0,0,0,1,-0.2,-0.5,0.0,0.0,0.0,0.0
Bowl6,1,0,0,0,0,1,0.2257966640159355,-0.2818802627919324,0.0,0.0,0.0,0.0
Bowl7,1,0,0,0,0,1,0.2329329015602678,-0.2729240712433551,0.0,0.0,0.0,0.0
Region_Bw1,0,0,0,1,0,0,-0.2,-0.1,0.0,0.0,0.0,0.0
Region_Bw2,0,0,0,1,0,0,-0.2,-0.2,0.0,0.0,0.0,0.0
Region_Bw3,0,0,0,1,0,0,-0.2,-0.3,0.0,0.0,0.0,0.0
Region_Bw4,0,0,0,1,0,0,-0.2,-0.4,0.0,0.0,0.0,0.0
Region_Bw5,0,0,0,1,0,0,-0.2,-0.5,0.0,0.0,0.0,0.0
Region_Bw6,0,0,0,1,0,0,-0.1,-0.4,0.0,0.0,0.0,0.0
Region_Bw7,0,0,0,1,0,0,-0.1,-0.5,0.0,0.0,0.0,0.0
Region_Stack,0,0,0,1,0,0,0.15,0.3,0.0,0.0,0.0,0.0
Region_Pour,0,0,0,1,0,0,0.15,-0.3,0.0,0.0,0.0,0.0
Region_Free,0,0,0,1,0,0,0.15,0.0,0.0,0.0,0.0,0.0
Region_Clean,0,0,0,1,0,0,-0.15,0.45,0.0,0.0,0.0,0.0
