ID,Type_Bowl,Type_Box,Type_Robot,Type_Region,Property_V,Property_G,Position_x,Position_y,Position_z,Orientation_x,Orientation_y,Orientation_z
Robot_hand,0,0,1,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0
Box1,0,1,0,0,0,1,0.1633826281232165,-0.4141208521262759,0.0137325403250642,164.89904241633434,-1.1616589436441132,95.74925406080922
Box2,0,1,0,0,1,1,0.1830739459156645,-0.3935328947306012,0.0548628199840671,21.82765692450405,64.78180427725505,136.70737273898317
Box3,0,1,0,0,1,1,0.1847468732271627,-0.3392637145369537,0.0844917288386242,-23.632229928765724,-95.9239805888157,14.836095056372445
Box4,0,1,0,0,0,1,0.2148616073837259,-0.3412777720945648,0.071909450118602,72.17516594090966,-88.12202788520048,40.61437117343488
Box5,0,1,0,0,0,1,0.2752563616721477,0.2505364337681715,0.0,0.0,0.0,-4.504893569757151
Box6,0,1,0,0,1,1,0.2945725601151568,0.030657054778591,0.0,0.0,0.0,-40.35557276438467
Box7,0,1,0,0,0,1,0.2021895289111402,0.1747127286731014,0.0,0.0,0.0,-34.25244675790534
Box8,0,1,0,0,1,1,0.2069473538502748,0.2371772102284827,0.0,0.0,0.0,-10.326147355202572
Box9,0,1,0,0,0,1,0.2207294962849419,0.0356715963063628,0.0,0.0,0.0,-6.169834762836132
Box_Bw1,0,1,0,0,0,1,0.1610164364924668,-0.4093714087580616,0.0371227789711608,86.20345007982326,-174.43536010503817,67.86624860410225
Box_Bw2,0,1,0,0,0,1,0.1460252762314101,-0.3495281998989896,0.0133896038680149,151.25654592695622,-85.13940430495393,17.594248567600573
Box_Bw3,0,1,0,0,1,1,0.1825384869769465,-0.4226358030859353,0.0074580027360087,74.63918940754542,-68.62072785180548,-55.92599930520953
Box_Bw4,0,1,0,0,0,1,0.245320558091092,-0.3918955969403698,0.0985409648965857,143.19833017889158,25.02760890213341,-148.76492265297327
Box_Bw5,0,1,0,0,1,1,-0.2,-0.5,0.0,0.0,0.0,0.0
Bowl1,1,0,0,0,0,1,-0.2,-0.1,0.0,0.0,0.0,0.0
Bowl2,1,0,0,0,0,1,-0.2,-0.2,0.0,0.0,0.0,0.0
Bowl3,1,0,0,0,0,1,-0.2,-0.3,0.0,0.0,0.0,0.0
Bowl4,1,0,0,0,0,1,-0.2,-0.4,0.0,0.0,0.0,0.0
Bowl5,1,0,0,0,0,1,-0.2,-0.5,0.0,0.0,0.0,0.0
Bowl6,1,0,0,0,0,1,-0.1,-0.4,0.0,0.0,0.0,0.0
Bowl7,1,0,0,0,0,1,0.1956192320826958,-0.3750894274080162,0.0,0.0,0.0,0.0
Region_Bw1,0,0,0,1,0,0,-0.2,-0.1,0.0,0.0,0.0,0.0
Region_Bw2,0,0,0,1,0,0,-0.2,-0.2,0.0,0.0,0.0,0.0
Region_Bw3,0,0,0,1,0,0,-0.2,-0.3,0.0,0.0,0.0,0.0
Region_Bw4,0,0,0,1,0,0,-0.2,-0.4,0.0,0.0,0.0,0.0
Region_Bw5,0,0,0,1,0,0,-0.2,-0.5,0.0,0.0,0.0,0.0
Region_Bw6,0,0,0,1,0,0,-0.1,-0.4,0.0,0.0,0.0,0.0
Region_Bw7,0,0,0,1,0,0,-0.1,-0.5,0.0,0.0,0.0,0.0
Region_Stack,0,0,0,1,0,0,0.15,0.3,0.0,0.0,0.0,0.0
Region_Pour,0,0,0,1,0,0,0.15,-0.3,0.0,0.0,0.0,0.0
Region_Free,0,0,0,1,0,0,0.15,0.0,0.0,0.0,0.0,0.0
Region_Clean,0,0,0,1,0,0,-0.15,0.45,0.0,0.0,0.0,0.0
