ID,Type_Bowl,Type_Box,Type_Robot,Type_Region,Property_V,Property_G,Position_x,Position_y,Position_z,Orientation_x,Orientation_y,Orientation_z
Robot_hand,0,0,1,0,0,0,0.0,0.0,0.5,0,0,0.0
Box1,0,1,0,0,0,1,-0.0595281400619987,0.3896836508714374,0.0,0,0,-12.08651160751282
Box2,0,1,0,0,1,1,-0.0933364413235127,0.5295261241443951,0.0,0,0,28.548472991363624
Box3,0,1,0,0,1,1,-0.1754037298285538,0.552251155706779,0.0,0,0,-42.1385436912114
Box4,0,1,0,0,1,1,-0.112355271200543,0.4480654449972412,0.0,0,0,33.48251542743331
Box5,0,1,0,0,1,1,-0.2404637361713617,0.3137769685578343,0.0,0,0,18.94806807305649
Box6,0,1,0,0,1,1,-0.0930598427269024,0.4458593524700684,0.0,0,0,-16.355286123231007
Box7,0,1,0,0,0,1,-0.26260910286406064,0.35831625017152635,0.0,0,0,-16.024157206751976
Box8,0,1,0,0,0,1,0.178989651456134,0.2536875073159375,0.0,0,0,44.75652902687584
Box9,0,1,0,0,1,1,0.210082704715995,0.1352951005345674,0.0,0,0,-41.42983076019904
Box_Bw1,0,1,0,0,0,1,-0.2,-0.1,0.0,0,0,0.0
Box_Bw2,0,1,0,0,1,1,-0.2,-0.2,0.0,0,0,0.0
Box_Bw3,0,1,0,0,0,1,-0.2,-0.3,0.0,0,0,0.0
Box_Bw4,0,1,0,0,1,1,-0.2,-0.4,0.0,0,0,0.0
Box_Bw5,0,1,0,0,1,1,-0.2,-0.5,0.0,0,0,0.0
Bowl1,1,0,0,0,0,1,-0.2,-0.1,0.0,0,0,0.0
Bowl2,1,0,0,0,0,1,-0.2,-0.2,0.0,0,0,0.0
Bowl3,1,0,0,0,0,1,-0.2,-0.3,0.0,0,0,0.0
Bowl4,1,0,0,0,0,1,-0.2,-0.4,0.0,0,0,0.0
Bowl5,1,0,0,0,0,1,-0.2,-0.5,0.0,0,0,0.0
Bowl6,1,0,0,0,0,1,-0.1,-0.4,0.0,0,0,0.0
Bowl7,1,0,0,0,0,1,-0.1,-0.5,0.0,0,0,0.0
Region_Bw1,0,0,0,1,0,0,-0.2,-0.1,0.0,0,0,0.0
Region_Bw2,0,0,0,1,0,0,-0.2,-0.2,0.0,0,0,0.0
Region_Bw3,0,0,0,1,0,0,-0.2,-0.3,0.0,0,0,0.0
Region_Bw4,0,0,0,1,0,0,-0.2,-0.4,0.0,0,0,0.0
Region_Bw5,0,0,0,1,0,0,-0.2,-0.5,0.0,0,0,0.0
Region_Bw6,0,0,0,1,0,0,-0.1,-0.4,0.0,0,0,0.0
Region_Bw7,0,0,0,1,0,0,-0.1,-0.5,0.0,0,0,0.0
Region_Stack,0,0,0,1,0,0,0.15,0.3,0.0,0,0,0.0
Region_Pour,0,0,0,1,0,0,0.15,-0.3,0.0,0,0,0.0
Region_Free,0,0,0,1,0,0,0.15,0.0,0.0,0,0,0.0
Region_Clean,0,0,0,1,0,0,-0.15,0.45,0.0,0,0,0.0
