ID,Type_Bowl,Type_Box,Type_Robot,Type_Region,Property_V,Property_G,Position_x,Position_y,Position_z,Orientation_x,Orientation_y,Orientation_z
Robot_hand,0,0,1,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0
Box1,0,1,0,0,1,1,0.08201523085008128,-0.23345046279621917,0.03758835668847177,158.30975381847952,-9.644780048879511,170.10661133869542
Box2,0,1,0,0,0,1,0.08063520758239974,-0.2941267639993778,0.05324403492808705,-101.42796656493361,17.44664377631139,88.678020241951
Box3,0,1,0,0,0,1,0.1276167079583478,-0.3045554064633656,0.09342196661278479,8.345722752160839,68.64400215213377,18.176457986945934
Box4,0,1,0,0,1,1,0.08748834195511157,-0.28218742820587733,0.09992661278723897,-137.27887202853958,70.82665797451591,98.69749533137269
Box5,0,1,0,0,1,1,0.3988718392890906,0.0457478272056908,0.0,0.0,0.0,-35.24446193707654
Box6,0,1,0,0,1,1,0.4220342047059427,0.1513774061884704,0.0,0.0,0.0,-17.292288088516568
Box7,0,1,0,0,1,1,0.3088126522979819,0.2277578155284219,0.0,0.0,0.0,-22.873309902325296
Box8,0,1,0,0,0,1,0.2834725785332298,0.0711179919797027,0.0,0.0,0.0,-23.29182069568236
Box9,0,1,0,0,1,1,0.3043549556692904,0.1267879655462818,0.0,0.0,0.0,12.132160078600188
Box_Bw1,0,1,0,0,1,1,0.12042701119838878,-0.29164120566400714,0.002479052547278249,-3.691812716061719,73.24837605466601,48.63879590134749
Box_Bw2,0,1,0,0,0,1,0.12037089177285495,-0.223828298216185,0.05184086703604712,165.13037838183186,-150.6693197618872,-175.73015095751654
Box_Bw3,0,1,0,0,1,1,0.11682423984126883,-0.259676497361142,0.07662919759551766,54.23348780254781,59.67577562519173,175.46743996841496
Box_Bw4,0,1,0,0,1,1,0.08156548345884382,-0.29773397199538687,0.030217522803764076,15.540077619096849,-58.84530936827913,27.361867211990443
Box_Bw5,0,1,0,0,0,1,-0.2,-0.5,0.0,0.0,0.0,0.0
Bowl1,1,0,0,0,0,1,-0.2,-0.1,0.0,0.0,0.0,0.0
Bowl2,1,0,0,0,0,1,-0.2,-0.2,0.0,0.0,0.0,0.0
Bowl3,1,0,0,0,0,1,-0.2,-0.3,0.0,0.0,0.0,0.0
Bowl4,1,0,0,0,0,1,-0.2,-0.4,0.0,0.0,0.0,0.0
Bowl5,1,0,0,0,0,1,-0.2,-0.5,0.0,0.0,0.0,0.0
Bowl6,1,0,0,0,0,1,0.0,0.0,0.5,0.0,0.0,0.0
Bowl7,1,0,0,0,0,1,0.1069248491912835,-0.2729658902970702,0.0,0.0,0.0,0.0
Region_Bw1,0,0,0,1,0,0,-0.2,-0.1,0.0,0.0,0.0,0.0
Region_Bw2,0,0,0,1,0,0,-0.2,-0.2,0.0,0.0,0.0,0.0
Region_Bw3,0,0,0,1,0,0,-0.2,-0.3,0.0,0.0,0.0,0.0
Region_Bw4,0,0,0,1,0,0,-0.2,-0.4,0.0,0.0,0.0,0.0
Region_Bw5,0,0,0,1,0,0,-0.2,-0.5,0.0,0.0,0.0,0.0
Region_Bw6,0,0,0,1,0,0,-0.1,-0.4,0.0,0.0,0.0,0.0
Region_Bw7,0,0,0,1,0,0,-0.1,-0.5,0.0,0.0,0.0,0.0
Region_Stack,0,0,0,1,0,0,0.15,0.3,0.0,0.0,0.0,0.0
Region_Pour,0,0,0,1,0,0,0.15,-0.3,0.0,0.0,0.0,0.0
Region_Free,0,0,0,1,0,0,0.15,0.0,0.0,0.0,0.0,0.0
Region_Clean,0,0,0,1,0,0,-0.15,0.45,0.0,0.0,0.0,0.0
