0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.063278035571353142e-03,-1.804942444636401522e-01,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.933289702349659911e-01
-1.343297951628521503e-01,6.378336882095089755e-03,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.837229636213165707e-01
-9.279380049206335801e-02,-9.364573102176212971e-02,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,6.400316081902579501e-02
7.569386412697473587e-02,2.103377743764516805e-01,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,-3.093859598316128778e-01
-3.163972739042533733e-02,1.077357087792700924e-01,2.000000000000000042e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.118922084930357386e-01
0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.000000000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
