ID,Type_Bowl,Type_Box,Type_Robot,Type_Region,Property_V,Property_G,Position_x,Position_y,Position_z,Orientation_x,Orientation_y,Orientation_z
Robot_hand,0,0,1,0,0,0,0.0,0.0,0.5,0.0,0.0,0.0
Box1,0,1,0,0,0,1,0.3044178680309696,0.0583711136156408,0.0,0.0,0.0,-32.7144808764059
Box2,0,1,0,0,0,1,0.3245926076474174,0.2412309203457942,0.0,0.0,0.0,-20.34066552781508
Box3,0,1,0,0,0,1,0.2803470838742554,0.1722544191239153,0.0,0.0,0.0,-19.62524314152857
Box4,0,1,0,0,0,1,0.1900452342970592,0.0333924123588242,0.0,0.0,0.0,15.603453813839783
Box5,0,1,0,0,0,1,0.1766039097382895,0.2378133940613166,0.0,0.0,0.0,-23.21252834603215
Box6,0,1,0,0,1,1,0.2241245260529978,0.1740908987961245,0.0,0.0,0.0,17.814692193103042
Box7,0,1,0,0,1,1,0.4171287381975151,0.0377399301403832,0.0,0.0,0.0,25.802457296554536
Box8,0,1,0,0,0,1,0.4105323638801378,0.2657725699171699,0.0,0.0,0.0,-28.154977845303858
Box9,0,1,0,0,1,1,0.4098746867113688,0.1309652226649441,0.0,0.0,0.0,-44.9491414895791
Box_Bw1,0,1,0,0,0,1,0.3199244153063475,-0.3239694424750957,0.0055739295342915,-52.35127599109518,142.77942234344613,132.64442043938448
Box_Bw2,0,1,0,0,0,1,0.2363741458402831,-0.3310468332404969,0.0983249400428962,83.40531437428643,-74.2743961949652,-56.96894366058479
Box_Bw3,0,1,0,0,0,1,0.3301751182067641,-0.3590841616566727,0.0362893722639994,110.22259437420126,66.33015432577506,-156.0344486301135
Box_Bw4,0,1,0,0,1,1,0.3151061689112984,-0.3389372817084274,0.0003193112754145,4.949637382254934,31.703694666888623,-65.01484946880296
Box_Bw5,0,1,0,0,0,1,0.2492137547278344,-0.3540334498186702,0.0579270488716184,-32.26371510263971,56.19546850020163,50.8027248940864
Bowl1,1,0,0,0,0,1,-0.2,-0.1,0.0,0.0,0.0,0.0
Bowl2,1,0,0,0,0,1,-0.2,-0.2,0.0,0.0,0.0,0.0
Bowl3,1,0,0,0,0,1,-0.2,-0.3,0.0,0.0,0.0,0.0
Bowl4,1,0,0,0,0,1,-0.2,-0.4,0.0,0.0,0.0,0.0
Bowl5,1,0,0,0,0,1,-0.2,-0.5,0.0,0.0,0.0,0.0
Bowl6,1,0,0,0,0,1,-0.1,-0.4,0.0,0.0,0.0,0.0
Bowl7,1,0,0,0,0,1,0.282260326288036,-0.3298777788669507,0.0,0.0,0.0,0.0
Region_Bw1,0,0,0,1,0,0,-0.2,-0.1,0.0,0.0,0.0,0.0
Region_Bw2,0,0,0,1,0,0,-0.2,-0.2,0.0,0.0,0.0,0.0
Region_Bw3,0,0,0,1,0,0,-0.2,-0.3,0.0,0.0,0.0,0.0
Region_Bw4,0,0,0,1,0,0,-0.2,-0.4,0.0,0.0,0.0,0.0
Region_Bw5,0,0,0,1,0,0,-0.2,-0.5,0.0,0.0,0.0,0.0
Region_Bw6,0,0,0,1,0,0,-0.1,-0.4,0.0,0.0,0.0,0.0
Region_Bw7,0,0,0,1,0,0,-0.1,-0.5,0.0,0.0,0.0,0.0
Region_Stack,0,0,0,1,0,0,0.15,0.3,0.0,0.0,0.0,0.0
Region_Pour,0,0,0,1,0,0,0.15,-0.3,0.0,0.0,0.0,0.0
Region_Free,0,0,0,1,0,0,0.15,0.0,0.0,0.0,0.0,0.0
Region_Clean,0,0,0,1,0,0,-0.15,0.45,0.0,0.0,0.0,0.0
