ID,Type_Bowl,Type_Box,Type_Robot,Type_Region,Property_V,Property_G,Position_x,Position_y,Position_z,Orientation_x,Orientation_y,Orientation_z
Robot_hand,0,0,1,0,0,0,0.0,0.0,0.5,0,0,0.0
Box1,0,1,0,0,0,1,0.3145992050860487,0.2654737254327944,0.0,0,0,7.958586311164105
Box2,0,1,0,0,0,1,0.2789460614000069,0.0649369374154213,0.0,0,0,-31.25095054293618
Box3,0,1,0,0,0,1,0.3209899501887284,0.1299339000376991,0.0,0,0,-29.000364038842942
Box4,0,1,0,0,0,1,0.1836199234148386,0.2600735258213535,0.0,0,0,18.678589698570505
Box5,0,1,0,0,0,1,0.2097486833872333,0.0563809342546195,0.0,0,0,10.205975539053815
Box6,0,1,0,0,0,1,0.2186169737606205,0.1567576610255335,0.0,0,0,-13.152611030907131
Box7,0,1,0,0,1,1,0.3841003597997117,0.2644015526175912,0.0,0,0,-38.7472304323466
Box8,0,1,0,0,1,1,0.3777068849992525,0.029966772636868,0.0,0,0,-29.15280771321167
Box9,0,1,0,0,1,1,0.4205547292815201,0.1454941139326342,0.0,0,0,3.0632731935426776
Box_Bw1,0,1,0,0,1,1,0.0,0.0,0.5,0,0,0.0
Box_Bw2,0,1,0,0,1,1,-0.2,-0.2,0.0,0,0,0.0
Box_Bw3,0,1,0,0,1,1,-0.2,-0.3,0.0,0,0,0.0
Box_Bw4,0,1,0,0,1,1,-0.2,-0.4,0.0,0,0,0.0
Box_Bw5,0,1,0,0,1,1,-0.2,-0.5,0.0,0,0,0.0
Bowl1,1,0,0,0,0,1,0.0,0.0,0.5,0,0,0.0
Bowl2,1,0,0,0,0,1,-0.2,-0.2,0.0,0,0,0.0
Bowl3,1,0,0,0,0,1,-0.2,-0.3,0.0,0,0,0.0
Bowl4,1,0,0,0,0,1,-0.2,-0.4,0.0,0,0,0.0
Bowl5,1,0,0,0,0,1,-0.2,-0.5,0.0,0,0,0.0
Bowl6,1,0,0,0,0,1,0.0628478339761833,-0.4238237612131123,0.0,0,0,0.0
Bowl7,1,0,0,0,0,1,0.0354829620797574,-0.289998186306764,0.0,0,0,0.0
Region_Bw1,0,0,0,1,0,0,-0.2,-0.1,0.0,0,0,0.0
Region_Bw2,0,0,0,1,0,0,-0.2,-0.2,0.0,0,0,0.0
Region_Bw3,0,0,0,1,0,0,-0.2,-0.3,0.0,0,0,0.0
Region_Bw4,0,0,0,1,0,0,-0.2,-0.4,0.0,0,0,0.0
Region_Bw5,0,0,0,1,0,0,-0.2,-0.5,0.0,0,0,0.0
Region_Bw6,0,0,0,1,0,0,-0.1,-0.4,0.0,0,0,0.0
Region_Bw7,0,0,0,1,0,0,-0.1,-0.5,0.0,0,0,0.0
Region_Stack,0,0,0,1,0,0,0.15,0.3,0.0,0,0,0.0
Region_Pour,0,0,0,1,0,0,0.15,-0.3,0.0,0,0,0.0
Region_Free,0,0,0,1,0,0,0.15,0.0,0.0,0,0,0.0
Region_Clean,0,0,0,1,0,0,-0.15,0.45,0.0,0,0,0.0
